talkNo,title,content,content_date,comment_date,comment_text
977998,회사에서 면접노쇼,알바는 아니고 정규직이었는데 면접일 다 잡아놓고 10분전에 가서 문자 먼저 보냈었는데 5분정도 기다려도 답이 없어서 전화까지 걸었지만 전화를 안받더라구요. 문자도 안읽었었구요. 회사 문 앞에서 4시까지 기다려보고 다시 한 번 더 문자 보냈지만 상대방이 읽지 않았었습니다. 그래서 결국 면접 못보고 집에 왔는데 그 날 콜백이나 문자에 대한 답장도 없었네요. 이 글을 쓰고 있는 지금까지도요. 생각이 바뀌었다면 말을 만들어서라도 하루 전에는 연락줘야 하는 거 아닌가요?? 아니면 뒤늦게라도 사과를 해야 하는 거 아닌가요? 면접자에게는 변동 사항이 생기면 미리 연락달라고 하고 정작 회사쪽에서 면접 노쇼하시고. 제가 이동하고 기다리는데에 들인 시간은 시간도 아닌걸까요? 불합격 시키더라도 약속한 면접은 보게 해주셨어야 맞는거 아닌가합니다. 정말정말 기분이 너무 나쁘더라구요. 서울에 있는 작은 회사인데 회사명 공개하고 싶은걸 법적으로 어쩌구하고 걸고 넘어질거 같아서 참습니다. 면접관이나 면접자나 서로서로 예의는 지킵시다.(웃기는건 문자 내역 안지우고 있었는데 그새 1이 사라져있네요? 물론 사과의 말은 지금까지도 전혀 없습니다.),2025-01-28 11:03,2025-01-28 17:10,디시 면접잡고 님이 잠수 ㄱㄱ
977995,인천 ㅋ팡 4센터 주간확정,오후에만 신청해봐서 오전에는 보통 몇시쯤에 확정이 오나요? 인쿠4센터 다니시는 분들.... 인쿠 4센 일이 없나요?! 작년 추석때는 겁나 연속으로 확정주더만.... 이번 설날때도 확정 잘 주겠지하고 기대(?)하고 있었는데 연속 오후출근 반려당했네요ㅜㅜ다른 곳에서 근무하다가(쿠팡말고) 가끔 투잡으로 오는데.. 빨간날이라서 딱히 어디 갈 곳도없고 돈이나 벌자.... 신청했는데 일이 없는지 자꾸 반려 당하네요ㅜㅜㅜㅜ 암튼 주간조는 몇시쯤이면 확정이 오나요? 내일 오전으로 방금전에 신청했거든요..,2025-01-28 09:12,2025-01-28 09:13,일이없어서가 아니라 사람이.꽉차서 반려당하는거 아닐까요?
977995,인천 ㅋ팡 4센터 주간확정,오후에만 신청해봐서 오전에는 보통 몇시쯤에 확정이 오나요? 인쿠4센터 다니시는 분들.... 인쿠 4센 일이 없나요?! 작년 추석때는 겁나 연속으로 확정주더만.... 이번 설날때도 확정 잘 주겠지하고 기대(?)하고 있었는데 연속 오후출근 반려당했네요ㅜㅜ다른 곳에서 근무하다가(쿠팡말고) 가끔 투잡으로 오는데.. 빨간날이라서 딱히 어디 갈 곳도없고 돈이나 벌자.... 신청했는데 일이 없는지 자꾸 반려 당하네요ㅜㅜㅜㅜ 암튼 주간조는 몇시쯤이면 확정이 오나요? 내일 오전으로 방금전에 신청했거든요..,2025-01-28 09:12,2025-01-28 09:22,그쵸... 일이 없진 않겠죠.... 큰일이네 벌어야하는데 오전마저 반려당하면....ㅜ
977995,인천 ㅋ팡 4센터 주간확정,오후에만 신청해봐서 오전에는 보통 몇시쯤에 확정이 오나요? 인쿠4센터 다니시는 분들.... 인쿠 4센 일이 없나요?! 작년 추석때는 겁나 연속으로 확정주더만.... 이번 설날때도 확정 잘 주겠지하고 기대(?)하고 있었는데 연속 오후출근 반려당했네요ㅜㅜ다른 곳에서 근무하다가(쿠팡말고) 가끔 투잡으로 오는데.. 빨간날이라서 딱히 어디 갈 곳도없고 돈이나 벌자.... 신청했는데 일이 없는지 자꾸 반려 당하네요ㅜㅜㅜㅜ 암튼 주간조는 몇시쯤이면 확정이 오나요? 내일 오전으로 방금전에 신청했거든요..,2025-01-28 09:12,2025-01-28 09:59,전 지원한지 일주일 됬는데 아직 연락 없습니다..제가 멍청 한건지 ..원..물론 인천 다른 센터요 ㅎㅎ
977995,인천 ㅋ팡 4센터 주간확정,오후에만 신청해봐서 오전에는 보통 몇시쯤에 확정이 오나요? 인쿠4센터 다니시는 분들.... 인쿠 4센 일이 없나요?! 작년 추석때는 겁나 연속으로 확정주더만.... 이번 설날때도 확정 잘 주겠지하고 기대(?)하고 있었는데 연속 오후출근 반려당했네요ㅜㅜ다른 곳에서 근무하다가(쿠팡말고) 가끔 투잡으로 오는데.. 빨간날이라서 딱히 어디 갈 곳도없고 돈이나 벌자.... 신청했는데 일이 없는지 자꾸 반려 당하네요ㅜㅜㅜㅜ 암튼 주간조는 몇시쯤이면 확정이 오나요? 내일 오전으로 방금전에 신청했거든요..,2025-01-28 09:12,2025-01-28 14:10,저는 다른 센터지만 계속 반려예요ㅠㅠ 14센도 같은 상황
977994,온누리상품권 환급 알바할때마다 느끼는건데,마감시간 지나고와서 환급해달라고 떼쓰는 사람 왤케많냐?어제도 마지막이었는데 남자한명 10분이상 지나고와서 난리난리치고 니네 전부 민원넣겠다고 엄포놓고감본인이 잘못해놓고 왜 우리한테 뭐라할까...,2025-01-28 07:56,2025-01-28 08:19,원래 우리나라 사람들 종특임 지 잘못은 모르고 직원탓 무식한 사람많으니까
977994,온누리상품권 환급 알바할때마다 느끼는건데,마감시간 지나고와서 환급해달라고 떼쓰는 사람 왤케많냐?어제도 마지막이었는데 남자한명 10분이상 지나고와서 난리난리치고 니네 전부 민원넣겠다고 엄포놓고감본인이 잘못해놓고 왜 우리한테 뭐라할까...,2025-01-28 07:56,2025-01-28 08:51,우린 5시부터 마감방송때려서 진상은 없어서 천만다행
977994,온누리상품권 환급 알바할때마다 느끼는건데,마감시간 지나고와서 환급해달라고 떼쓰는 사람 왤케많냐?어제도 마지막이었는데 남자한명 10분이상 지나고와서 난리난리치고 니네 전부 민원넣겠다고 엄포놓고감본인이 잘못해놓고 왜 우리한테 뭐라할까...,2025-01-28 07:56,2025-01-28 09:49,ㄴ 우리도 마감방송 엄청했는데도 저럼
977994,온누리상품권 환급 알바할때마다 느끼는건데,마감시간 지나고와서 환급해달라고 떼쓰는 사람 왤케많냐?어제도 마지막이었는데 남자한명 10분이상 지나고와서 난리난리치고 니네 전부 민원넣겠다고 엄포놓고감본인이 잘못해놓고 왜 우리한테 뭐라할까...,2025-01-28 07:56,2025-01-28 10:01,고생했다 시간개념도 없는 인간 상대하느라; 다 털고 명절 잘 보내
977994,온누리상품권 환급 알바할때마다 느끼는건데,마감시간 지나고와서 환급해달라고 떼쓰는 사람 왤케많냐?어제도 마지막이었는데 남자한명 10분이상 지나고와서 난리난리치고 니네 전부 민원넣겠다고 엄포놓고감본인이 잘못해놓고 왜 우리한테 뭐라할까...,2025-01-28 07:56,2025-01-28 11:20,ㄴ 너도 명절잘보내렴
977994,온누리상품권 환급 알바할때마다 느끼는건데,마감시간 지나고와서 환급해달라고 떼쓰는 사람 왤케많냐?어제도 마지막이었는데 남자한명 10분이상 지나고와서 난리난리치고 니네 전부 민원넣겠다고 엄포놓고감본인이 잘못해놓고 왜 우리한테 뭐라할까...,2025-01-28 07:56,2025-01-28 15:18,민원ㅋㅋㅋㅋㅋㅋㅋ
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 06:11,왤케 화나있으시데
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 06:18,예. 저도 선생님 답글보고 웃음이 지어지네요 : )
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 06:19,선생님 말씀 다 맞습니다ㅎㅎ
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 06:22,뭐.. 웃어도 같이 웃으면 좋죠 ?
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 07:06,3
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 07:12,감사히받으시고 자그만한 선물하나 챙겨드리세요 직장에 필요한 물품같은거?아님 평상시 사장이 좋아하시는거라던지..
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 07:28,사랑하니까
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 07:36,ㄴ 이아저씨는 하루종일 댓글만 다네ㅉㅉ 이아저씨 댓글보면 빡통같네 ㅋㅋ
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 09:50,"그냥 더 열심히, 성실하게 일합시다"
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 10:08,혜진이 ㅋㅋㅋㅋㅋㅋㅋ
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 11:33,저라면 작은 선물 하나 드릴것 같아요
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 15:02,1.3
977992,사장님이 신정선물하고 새해선물등 챙겨주시는데...,"가끔 영양제나 위스키,와인등 가끔 챙겨주시거든요...감사하지만 쪼금 부담스러운거 있죠...다들 이런상황에서 어떻게 하셨나요?참고로 편돌이입니다..1. 나도 사장님 선물 챙겨드리자.2. 사장님한테 부담스럽다고 말하고 주지말라하자.3. 감사히 받는다.",2025-01-28 05:54,2025-01-28 18:24,1.3
977991,일용직 주휴수당 미지급 통보시 고소하면 불이익 받을까요?,ㅋㅍ물류센터에 4년째 다니는데요그동안 주2일 이상 근무하면 주휴수당 받았는데갑자기 2월부터 주5일 근무 안 하면 주휴수당 미지급한다고 합니다.타센터 합산도 안된다고 합니다.노동부에 고소 할 수 있을까요?그동안 근무 기록 있으며 알바 신청해도 근무기회주지 않으면 실업급여신청 할 수 있을까요?,2025-01-28 05:37,2025-01-28 07:20,ㄴ15시간이상이면주문거에요  오일이 아니라
977991,일용직 주휴수당 미지급 통보시 고소하면 불이익 받을까요?,ㅋㅍ물류센터에 4년째 다니는데요그동안 주2일 이상 근무하면 주휴수당 받았는데갑자기 2월부터 주5일 근무 안 하면 주휴수당 미지급한다고 합니다.타센터 합산도 안된다고 합니다.노동부에 고소 할 수 있을까요?그동안 근무 기록 있으며 알바 신청해도 근무기회주지 않으면 실업급여신청 할 수 있을까요?,2025-01-28 05:37,2025-01-28 07:57,걔들도 바보가아닌데 생각이있어서 그짓했겠지
977991,일용직 주휴수당 미지급 통보시 고소하면 불이익 받을까요?,ㅋㅍ물류센터에 4년째 다니는데요그동안 주2일 이상 근무하면 주휴수당 받았는데갑자기 2월부터 주5일 근무 안 하면 주휴수당 미지급한다고 합니다.타센터 합산도 안된다고 합니다.노동부에 고소 할 수 있을까요?그동안 근무 기록 있으며 알바 신청해도 근무기회주지 않으면 실업급여신청 할 수 있을까요?,2025-01-28 05:37,2025-01-28 08:45,"쿠팡이 노동법은 최소 마지노선 준수업체인데,뭔가 속셈이 있나 보네요."
977991,일용직 주휴수당 미지급 통보시 고소하면 불이익 받을까요?,ㅋㅍ물류센터에 4년째 다니는데요그동안 주2일 이상 근무하면 주휴수당 받았는데갑자기 2월부터 주5일 근무 안 하면 주휴수당 미지급한다고 합니다.타센터 합산도 안된다고 합니다.노동부에 고소 할 수 있을까요?그동안 근무 기록 있으며 알바 신청해도 근무기회주지 않으면 실업급여신청 할 수 있을까요?,2025-01-28 05:37,2025-01-28 16:18,노동부 고소 못하는데 근데 이미 공지 한거잖음 주5일 나가야 주휴 지급 되는건
977989,사장님한테 고용보험 빼고 가입해달라하면,"원래 직장이 4대 200인데요 ,부업으로 하는일이 월급이 200이 넘을거 같습니다(주6일 일해서) .이런 경우에 고용보험 때문에 원래회사가 알게될거같은데사장님한테 고용보험 빼고 4대 들어달라고 하면가능한가요? 사장님은 투잡 환영이라해서 된다면 해준다하시는데.. 고용보험을 애초에 빼고 가입 해줄수있나요?",2025-01-28 04:38,2025-01-28 09:53,"투잡의 경우, 4대 보험이 중복가입되지 않아요. 월급 금액 큰 쪽만 가입됨. 근로자나 고용주가 4대 보험 가입을 입맛대로 선택할수 없으니 노동부에 문의요망"
977987,곤지암 ㅋㅍ 계약직 너무 이상해,출고로 출근한지 사일짼데첫날 웰컴데이 두째날 싱글 셋째날 멀티 넷째날 리빈나 출곤데 왜 포장만 시켜나 집품하고 싶은데 이거 못바꾸나포장은 하겟는데 리빈 시킬거면 그만둘라고죽어도 못하겟음,2025-01-28 03:38,2025-01-28 07:16,집품+포장=출고라인입니다. 집품을 하고 싶으시면 집품쪽으로 가시면 되요.
977987,곤지암 ㅋㅍ 계약직 너무 이상해,출고로 출근한지 사일짼데첫날 웰컴데이 두째날 싱글 셋째날 멀티 넷째날 리빈나 출곤데 왜 포장만 시켜나 집품하고 싶은데 이거 못바꾸나포장은 하겟는데 리빈 시킬거면 그만둘라고죽어도 못하겟음,2025-01-28 03:38,2025-01-28 07:29,"집품은  단기들이  주로하고 계약직은 포장 합니다.
남자사원은 워터로  빠짐"
977987,곤지암 ㅋㅍ 계약직 너무 이상해,출고로 출근한지 사일짼데첫날 웰컴데이 두째날 싱글 셋째날 멀티 넷째날 리빈나 출곤데 왜 포장만 시켜나 집품하고 싶은데 이거 못바꾸나포장은 하겟는데 리빈 시킬거면 그만둘라고죽어도 못하겟음,2025-01-28 03:38,2025-01-28 08:43,집품 티오가 다 찬것같아요 단기로 다녔을때도 한두명만 집품하고 다 포장으로 내려갔었어요 집품에 계약직도 많았고요
977987,곤지암 ㅋㅍ 계약직 너무 이상해,출고로 출근한지 사일짼데첫날 웰컴데이 두째날 싱글 셋째날 멀티 넷째날 리빈나 출곤데 왜 포장만 시켜나 집품하고 싶은데 이거 못바꾸나포장은 하겟는데 리빈 시킬거면 그만둘라고죽어도 못하겟음,2025-01-28 03:38,2025-01-28 13:14,ㅋㅋ 메자닌 기록있는 순간 벌레아닌이상 위로 못감
977987,곤지암 ㅋㅍ 계약직 너무 이상해,출고로 출근한지 사일짼데첫날 웰컴데이 두째날 싱글 셋째날 멀티 넷째날 리빈나 출곤데 왜 포장만 시켜나 집품하고 싶은데 이거 못바꾸나포장은 하겟는데 리빈 시킬거면 그만둘라고죽어도 못하겟음,2025-01-28 03:38,2025-01-28 13:30,ㄴ 아 그래 그럼 사직서 가지고 와야겟네
977986,당장 다음주 출근인데..,"주 5일 12시간(휴게 2시간)월급 2,510,000원좀 많이 적은거 같아서 고민이네요ㅜ일단은 해보고 생각할까 싶다가도 아무리 계산해도 너무 적은거 같은데 하..다들 어떻게 생각하세요??",2025-01-28 02:27,2025-01-28 03:30,최저시급미달아닌가요?
977986,당장 다음주 출근인데..,"주 5일 12시간(휴게 2시간)월급 2,510,000원좀 많이 적은거 같아서 고민이네요ㅜ일단은 해보고 생각할까 싶다가도 아무리 계산해도 너무 적은거 같은데 하..다들 어떻게 생각하세요??",2025-01-28 02:27,2025-01-28 04:16,"휴게 시간 급여 미포함인가봐요 
급여가 좀 아쉰긴 해용"
977986,당장 다음주 출근인데..,"주 5일 12시간(휴게 2시간)월급 2,510,000원좀 많이 적은거 같아서 고민이네요ㅜ일단은 해보고 생각할까 싶다가도 아무리 계산해도 너무 적은거 같은데 하..다들 어떻게 생각하세요??",2025-01-28 02:27,2025-01-28 07:30,가지마
977986,당장 다음주 출근인데..,"주 5일 12시간(휴게 2시간)월급 2,510,000원좀 많이 적은거 같아서 고민이네요ㅜ일단은 해보고 생각할까 싶다가도 아무리 계산해도 너무 적은거 같은데 하..다들 어떻게 생각하세요??",2025-01-28 02:27,2025-01-28 11:50,"최저거나,시급으로 몇십원정도 더 주시는듯. 평일 주5일인지,주말도 포함해서 주 5일인지는 모르겠지만, 음식점이면 일단 안가는게 좋을듯 싶음."
977986,당장 다음주 출근인데..,"주 5일 12시간(휴게 2시간)월급 2,510,000원좀 많이 적은거 같아서 고민이네요ㅜ일단은 해보고 생각할까 싶다가도 아무리 계산해도 너무 적은거 같은데 하..다들 어떻게 생각하세요??",2025-01-28 02:27,2025-01-28 18:57,대안이 있으면 다니고 없으면 그냥 오라하면 가시길
977985,김포 쿠팡 헬퍼리더(물류관리자),쿠팡 헬퍼리더(물류관리자)캠프로 가면 힘든가요아니면차라히 센터로 가는게 낮나요?헬퍼리더 는 어떤일을 하나요?헬퍼리더 도 많이 빡씨게 근무 하나요?,2025-01-28 01:50,2025-01-28 09:17,캠프에서 일하는데 관리자님 보면 엄청 바쁘고 정신없어 보이시긴 하더라고요 근데 어딜가던 다힘들것 같긴한데 센터가 더힘들지.안을까 싶다가도
977984,이거 노동청에 신고해도 될 문제일까요?,"처음엔 당근에서 대타알바 공고를 보고바로 일 시작했습니다.듣기론 시급은 10500원, 3시간 하는 일이었습니다.첫날에는 31500원을 주셨는데 그날 사장님이 다른 대타 구했으니 안나오셔도 된다 하셨습니다.그러다 다음날 저에게 일해주실 수 있냐는 바뀐 말씀에알바가 시급한 마음에 수락했고 일했습니다.여기서 제가 잘못한것은근로계약서 까먹고, 알바를 급하게 수락한 점입니다.근데 돈이 안 들어와서 여쭈어보니매일 일 할 것 아니었냐 말씀이 바뀌시더군요. ㅇ ㅇ사전에 없던 이야기였고 상의 끝에,주말마다 3시간씩 하기로 했습니다.월급은 월 마지막주에 주신다하셨습니다.그래서 마지막주까지 8번 나가서 일 했습니다.그 뒤 월급이 들어왔는데 84000원이더군요.분명 첫날에 31500원이었으니 8번 곱해서 25만원대고,세금 때가면 24만원 사이입니다.84000 ÷ 8= 10500원인데 그냥 일당을 준거죠.공고에도 애초에 시급이라 적혀져있었습니다.그래서 오늘 연락을 드렸습니다.연락을 드려본 결과,3시간 안으로 일을 끝내야하며,일당으로 10500원이었다고 말씀이 바뀌셨습니다.버스비 왕복 3100원이면제가 받는 일당이 7000원정도입니다.그리고 이 상황이 너무 어이없어서그 알바를 그만둔 상황입니다.이거 신고해야하나 싶습니다.여러분들의 생각은 어떠신가요?",2025-01-28 01:48,2025-01-28 03:14,ㅇㅇ 신고해 안말림
977984,이거 노동청에 신고해도 될 문제일까요?,"처음엔 당근에서 대타알바 공고를 보고바로 일 시작했습니다.듣기론 시급은 10500원, 3시간 하는 일이었습니다.첫날에는 31500원을 주셨는데 그날 사장님이 다른 대타 구했으니 안나오셔도 된다 하셨습니다.그러다 다음날 저에게 일해주실 수 있냐는 바뀐 말씀에알바가 시급한 마음에 수락했고 일했습니다.여기서 제가 잘못한것은근로계약서 까먹고, 알바를 급하게 수락한 점입니다.근데 돈이 안 들어와서 여쭈어보니매일 일 할 것 아니었냐 말씀이 바뀌시더군요. ㅇ ㅇ사전에 없던 이야기였고 상의 끝에,주말마다 3시간씩 하기로 했습니다.월급은 월 마지막주에 주신다하셨습니다.그래서 마지막주까지 8번 나가서 일 했습니다.그 뒤 월급이 들어왔는데 84000원이더군요.분명 첫날에 31500원이었으니 8번 곱해서 25만원대고,세금 때가면 24만원 사이입니다.84000 ÷ 8= 10500원인데 그냥 일당을 준거죠.공고에도 애초에 시급이라 적혀져있었습니다.그래서 오늘 연락을 드렸습니다.연락을 드려본 결과,3시간 안으로 일을 끝내야하며,일당으로 10500원이었다고 말씀이 바뀌셨습니다.버스비 왕복 3100원이면제가 받는 일당이 7000원정도입니다.그리고 이 상황이 너무 어이없어서그 알바를 그만둔 상황입니다.이거 신고해야하나 싶습니다.여러분들의 생각은 어떠신가요?",2025-01-28 01:48,2025-01-28 06:56,노동부 전화상담
977984,이거 노동청에 신고해도 될 문제일까요?,"처음엔 당근에서 대타알바 공고를 보고바로 일 시작했습니다.듣기론 시급은 10500원, 3시간 하는 일이었습니다.첫날에는 31500원을 주셨는데 그날 사장님이 다른 대타 구했으니 안나오셔도 된다 하셨습니다.그러다 다음날 저에게 일해주실 수 있냐는 바뀐 말씀에알바가 시급한 마음에 수락했고 일했습니다.여기서 제가 잘못한것은근로계약서 까먹고, 알바를 급하게 수락한 점입니다.근데 돈이 안 들어와서 여쭈어보니매일 일 할 것 아니었냐 말씀이 바뀌시더군요. ㅇ ㅇ사전에 없던 이야기였고 상의 끝에,주말마다 3시간씩 하기로 했습니다.월급은 월 마지막주에 주신다하셨습니다.그래서 마지막주까지 8번 나가서 일 했습니다.그 뒤 월급이 들어왔는데 84000원이더군요.분명 첫날에 31500원이었으니 8번 곱해서 25만원대고,세금 때가면 24만원 사이입니다.84000 ÷ 8= 10500원인데 그냥 일당을 준거죠.공고에도 애초에 시급이라 적혀져있었습니다.그래서 오늘 연락을 드렸습니다.연락을 드려본 결과,3시간 안으로 일을 끝내야하며,일당으로 10500원이었다고 말씀이 바뀌셨습니다.버스비 왕복 3100원이면제가 받는 일당이 7000원정도입니다.그리고 이 상황이 너무 어이없어서그 알바를 그만둔 상황입니다.이거 신고해야하나 싶습니다.여러분들의 생각은 어떠신가요?",2025-01-28 01:48,2025-01-28 09:55,당근알바로 구인하는 곳은 조심해야해요. 근로기준법 무시하는 곳이 많아요
977984,이거 노동청에 신고해도 될 문제일까요?,"처음엔 당근에서 대타알바 공고를 보고바로 일 시작했습니다.듣기론 시급은 10500원, 3시간 하는 일이었습니다.첫날에는 31500원을 주셨는데 그날 사장님이 다른 대타 구했으니 안나오셔도 된다 하셨습니다.그러다 다음날 저에게 일해주실 수 있냐는 바뀐 말씀에알바가 시급한 마음에 수락했고 일했습니다.여기서 제가 잘못한것은근로계약서 까먹고, 알바를 급하게 수락한 점입니다.근데 돈이 안 들어와서 여쭈어보니매일 일 할 것 아니었냐 말씀이 바뀌시더군요. ㅇ ㅇ사전에 없던 이야기였고 상의 끝에,주말마다 3시간씩 하기로 했습니다.월급은 월 마지막주에 주신다하셨습니다.그래서 마지막주까지 8번 나가서 일 했습니다.그 뒤 월급이 들어왔는데 84000원이더군요.분명 첫날에 31500원이었으니 8번 곱해서 25만원대고,세금 때가면 24만원 사이입니다.84000 ÷ 8= 10500원인데 그냥 일당을 준거죠.공고에도 애초에 시급이라 적혀져있었습니다.그래서 오늘 연락을 드렸습니다.연락을 드려본 결과,3시간 안으로 일을 끝내야하며,일당으로 10500원이었다고 말씀이 바뀌셨습니다.버스비 왕복 3100원이면제가 받는 일당이 7000원정도입니다.그리고 이 상황이 너무 어이없어서그 알바를 그만둔 상황입니다.이거 신고해야하나 싶습니다.여러분들의 생각은 어떠신가요?",2025-01-28 01:48,2025-01-28 17:44,세상 참 미친인간들 많구나...  신고ㄱㄱ
977983,"주휴 포함 시급이 11,000일 수가 있나?","주말 토 일 각각 12시간 (실근무 11시간. 휴게 1시간)인데 주휴포하최저시급은 12,000원 넘는데..?",2025-01-28 01:41,2025-01-28 13:41,그냥 말장난 하는거죠 따지셔야될듯
977981,알바 안 맞을 때 바로 그만둬도 괜찮을까요,카페 주말 근무 시작했는데 같이 일하는 사람이 안 맞아서 그만두고 싶은데 바로 말하는 게 나을까요 저번 주말 2일 일했고 공고는 아직 안 내리신 상태입니다 그만두면 피해가 클까요? ㅜㅜ 말하고 이번주까지는 일해야 될까요,2025-01-28 00:48,2025-01-28 00:56,내일 바로 그만두겠다고 연락해. 대타 못구하는 상황이라면 사장이 구할때까진 일해줘라.요번주까지는 일해줘라... 대답이 있을거임.
977981,알바 안 맞을 때 바로 그만둬도 괜찮을까요,카페 주말 근무 시작했는데 같이 일하는 사람이 안 맞아서 그만두고 싶은데 바로 말하는 게 나을까요 저번 주말 2일 일했고 공고는 아직 안 내리신 상태입니다 그만두면 피해가 클까요? ㅜㅜ 말하고 이번주까지는 일해야 될까요,2025-01-28 00:48,2025-01-28 03:20,알아서 하셈 결국 자기생각대로 할거면서
977981,알바 안 맞을 때 바로 그만둬도 괜찮을까요,카페 주말 근무 시작했는데 같이 일하는 사람이 안 맞아서 그만두고 싶은데 바로 말하는 게 나을까요 저번 주말 2일 일했고 공고는 아직 안 내리신 상태입니다 그만두면 피해가 클까요? ㅜㅜ 말하고 이번주까지는 일해야 될까요,2025-01-28 00:48,2025-01-28 15:04,바로 칼퇴사 해야함 왜냐면 타이밍 놓치면 애매하게 됨
