Title,Contents,Date
리미니 하지마라 진짜(장문),"알바를 개처럼 부림서빙알바하는데 설거지랑 병행하며 벨도없어서 알아서 음식나가야함, 그래서 고무장갑도 못낌.이거 하고있으면 저거 하라고 함, 점장 재촉질 오짐 바쁜시간에 서빙 1명만 부림. 이 1명이 고객응대(주차정산,인사,피자포장,클레임 등등), 서빙, 설거지, 음료제조, 사이드 제조, 테이블정리, 식기청소,세팅 등등을 다 하는거임. 음식카트도 없고 직접 날라야함. 사람 없으면 음식손질, 가게청소ㆍ쓰레기 버리기(이건 그럴만함). 근데 시급은 최저시급에 한번 갈때 5만원도 못번다. 당장 리미니 아무지점이나 쳐봐서 리뷰 봐라. 서비스 안좋다거나 너무 바쁘다거나 이런리뷰가 나올것이다. 점장도 이걸 아는지 12월부터 지금까지 나포함 갓 스무살 된 여자애만 5명 뽑음. 그중 1명은 이미 나가고 나랑 다른애는 이제 나갈꺼임. 리미니 들어가려고 하는 애들 보라고 올린다 진짜 최악임 ㅎ",2025-01-30
"올리브영 매장직 점장 , 직원들 대체로 어떤가요.",커뮤니티에서 말들이 워낙 많아서...올리브영 매장 알바 해보신 분들 있나요...겁나네요 지원하기가... 텃새와 갈굼질이 장난 아니라던데,2025-01-30
나를 갈구는 관리자,입사한줄 일주일 됫는데 가르쳐주지도 않고 나한테 꼽주고드러워서 나갈라 그랫는데생각해 보니까 열받네오래다닐 생각도 없엇지만 그년 때매 또 실업자가 되야되나그만둘때 그만 두더라도 그년 열받게 하고 나가야지,2025-01-30
쿠팡 14센터 허브..,도전끝에 내일 쿠팡 14센터 허브 오후조 출근하게 됬는데 여기 어떤가요?어찌됬든 출근은 할건데..일이 어떤지 궁금합니닺,2025-01-30
오늘 gs 물류,형들 오늘 gs 편의점 물류 안들어오나요?들어올시간 지났는데 안 오네요,2025-01-30
3월쯤엔 알바 티오 많이 생기려나?,지금 방학시즌이라서 그런가 알바자리가 없네,2025-01-30
전에 일한곳,"엄청 정신적으로 힘들었는데 사장 톡탈퇴한거보니 역시 돈안줄거엿나보다,, 별기대는안했지만,,이럴줄알앗으면 먼저차단할걸그랬음,,",2025-01-30
당일알바 물류 질문,쿠팡이나 마켓컬리 같은 곳 지원 넣었는데 읽씹하셔요 ㅠㅠ 그냥 셔틀버스 오는 곳에 가서 타고 근무해도 되나요?,2025-01-30
알바 안구해짐….;,요즘에 저만 알바 안구해지는건가여? 휴,2025-01-29
V □□ □□□□□,"다들 동물병원, 병원 등의 일들은 거르셔요본인이 의사나 간호사 면허증이 없이 개과천선, 의료 타이틀을 꿈꾸는거라면 애당초 생각 바꾸셔서 학력을 키우던지 진로를 바꾸세요.남초던 여처던 어디든 자기들만의 커뮤니티가 있겠지만, 여초과는 좀 가관입니다.본인의 육체와 정신 건강의 청결함을 유지하고 싶다면 의료계는 조심하세요가뜩이나 일도 여의치 않을텐데 괜히 개과천선을 하고싶은 생각이라면.. 반대입니다혹은 본인 적합한지 부족한 점이 없는지 객관화를 하고 성장하세요.또, 편견 혹은 고정관념이 일반화가 된 경험이지만, 뚱뚱,사고방식 부족의 무식,단일적인 사고 등의 인간들은 피하십쇼. 소통이 전혀 안되는 경험부족, 머리 나쁜 사람이 꽤나 있으니, 어서 밑바닥에서 벗어나세요아무리 종이 되더라도 양반집 종이 낫지요",2025-01-29
향남 일 쉬운곳 추천좀 해주세요,향남이 아니여도 대중교통으로 출퇴근 가능한 지역도 가능합니다,2025-01-29
쿠팡 쉬는시간 을 않줘요,8시~6시까지 점심시간 1시간 빼고 쉬는시간을 않주네요꼬박 웬종일 서서 돌아댕기며 9시간 일 하는데 쉬는시간 도 없고 사람으로 보는지 기계로 보는지~저번에 속이 않좋아 어지럽고 토 기 가 잇다하니 여기 휴게실에 앉아 5분 쉬라네요단 5분 .진짜 너무하지 않나요? 진짜 의욕저하되서 집에 갔네요. 10분 도 아니고~그게 쉬는건지 알바를 정말 그렇게 배려없고 인격적 하대 해서 쿠팡 싫으네요,2025-01-29
아니 인수인계는 돈 안 줘요???,파리바게트 인수인계를 받았는데사정상 그만 두게 되었다고 문자 드렸거든요근데 사장님이 읽고 답을 안 해주시는데^^ 돈을 못 받는 건가요??,2025-01-29
단기알바늗 원래 이렇게 구하기 힘든가요?,쿠팡도 신규인데 확정 안되고 알바몬 단기알바들은 이력서 열람도 안하네요 ㅠㅠ 원래 이런가요..?,2025-01-29
원래 1월 2월 알바 구하기 힘든가요??...정신병 걸릴거 같아요...,"이직 땜에 쉬는 기간에 알바 좀 해보고 싶어서 .일 자리 구하고 있는데, 나이가 30대라 그런가..??!! 전부 다 이력서 미열람 상태...이상할 정도로 전부 다 미열람...대딩들 방학땜에 20대 애들 많이몰려서 그런가..알바 뽑는 점장,매니저들도 대체로 30대들 늙어빠진것들이 뭐 그리 20대 애들에만 꽂혀서 사람 가려가면서 어린것들만 뽑는지 이해를 못하겠음...그 이유가 뭘까 싶음...그리고 오히려 대학원생, 고학력애들, 대기업 퇴사 이직준비생들 이런애들은 절대로 안뽑던데 ..그 이유도 모르겠음...이런 케이스들을 오히려 뽑을것 처럼 일부러 면접 불러서 꼽주고 불합격 시키는거 여러번 봄 (ex .올xx영)",2025-01-29
최저시급 올랐는데 근로계약서 새로 안써도 되나요?,"제 시급이 만원이었는데,올해부터 10030원이라서요. 이럴경우에 근로계약서를 새로 안써도 되나요? 첫알바라 잘 모르겠어요ㅠㅠ",2025-01-29
30분 전에 근로계약서 미작성 건으로 글 올렸던 사람인데요,내일부터 일 못 나갈 거 같다 하고 퇴사해도 괜찮은 건가요ㅠ? 퇴사 연락은 어떻게 하는 게 좋은가요.. 원래 대타 구할 때까지는 제가 해야되는 게 예의지만 빨리 그만 두고 다른 일 찾고 싶어서요,2025-01-29
오산분들 참고,세중 ㅡ신지디피예인 ㅡ투인 으로 변경되니 참고바람 ㅋ ㅋ,2025-01-29
올리브영 3층 주간 직원,요즘 일자리가 너무 없어서재입사 하러는데 받아줄까요?ㅠㅠ다스에서 직원 잠깐했습니다주간 야간 직원 많이 안뽑죠?,2025-01-29
알바 근로계약서 미작성,1월 20일부터 알바를 했는데 여태 근로계약서 작성도 안 하고 매니저란 분이 남자신데 자꾸 여자 소개 얘기 하시면서 불편하게 하시는데 퇴사 가능한가요근로계약서를 안 쓰고 일한 상황에서 퇴사를 하면 저한테 불이익이 있나요?,2025-01-29
경계선 지능장애라 공장 생산직 일도 자주 다치고 계속 잘렸는데,지금은 5일 5시간 포장 알바랑 주말 설거지 알바만 하고 있어요 전문대 출신인데 벌써 27살이고예나 지금이나 모아둔 돈 천만원도 없고 부모님은 저 멍청하고 키도 작아서 애도 낳지 말라고 하고옛날에 몇개월 원룸 자취하다가 집주인 문제랑 전세 문제 때문에 부모님이랑 살고 있는 중이에요ㅠㅠ 갈 곳이 없나봅니다,2025-01-29
첫 알바 추천해주세요,06이고 이제 입시 끝나서 알바해보려는데추천 해주세요!,2025-01-29
동탄쿠팡  확정받고싶어요,동탄쿠팡  확정받고싶어요,2025-01-29
대졸 취업나이 여자 24~25 남자 26~29,맞음…? 27살 남자인데.. 진짜 조급해짐 아직도 알바 2개 공부만 한다,2025-01-29
25살 고졸 무스펙 고민,"여자 25살이고 초중고 내내 거의 왕따 대학도 안좋은 곳 가다가 부적응으로 20살때 한학기만 하다가 자퇴하고여기저기 서빙, 편의점, 콜센터, 물류, 생산직 등 다 가봤는데 하루 하다가 잘린 곳도 있었고 최대 3개월이내까지밖에 못해봤고 인간관계도 좋지 못하고 단순 업무도 느리다고 잘려서 쿠팡 일용직도 안뽑혀요ㅜ 중간에 실수해서 그랬나강제 귀가조치된적 있음) 면접에도 떨어진 적도 많았는데지금은 작년부터 생산직 주 5일 5시간 단순 조립알바를 하는 중이고 이제 10개월 된 것 같아요한.. 120?130 벌고 예전에는 100만원도 못번적 많았었는데 살면서 월 100만원대 초중반까지밖에 못벌어본 것 같아요 계속 면접도 다녀보고 뭐 해보면서 파트타임 생산직 조립도 힘들게 구해서 하고 있는거에요,,,,오후 알바도 하려고 했는데 자리가 많이 없거나 드문드문 주방일만 간 것 같아요사실 저 아이큐 70도 안넘는 경계선 지능장애라 일머리도 없고 머리도 나쁘고 자격증 공부하면 컴활 2급도 1년 넘게 떨어져서 딴 것도 없고… 어머니는 계속 걱정하시고 히키는 아니지만 계속 파트타임 알바, 기능사 필기 공부만 몇년은 하는 중이고 대인학교 다니는 중이에요모아둔 돈 독립한적 없는데도 부모님 용돈 드리느라 700만원밖에 못모았어요경지라 단순일만 해야되나 싶어요다시 풀타임 공장일 할 수 있었으면 좋겠어요!",2025-01-29
아웃소싱으로 오면 그냥 쓰다 버리는 공장들 있음 ?,-,2025-01-29
"쿠팡계약직,관리자 괜찮아서",이미 입사한지 5개월짼데 거기보다 쿠팡 관리자 입사해놓고 7년 진급 해보려고 하는데 꽤 좋네요 수당 몇배 쿠팡 오래하고 있었는데 데스크에서 기다리고 있는데안오네요 거기있는 니들 여기 있는거 모르지?,2025-01-29
시급은 어떻게 주나요?,시급은 보통 당일지급을 하나요?,2025-01-29
어지간하면 간보겠냐ㅋㅋ얘네들 비마트 냉동이지,단기하다가 관리자가 지원하라고 해서 지원햇는데호구포역 서류 넣고 와보라고 지원갓는데 여자들 지원 많다고 댓글쓰네얘네들 아르바이트 갤러리 보고 아이피 바꾸며 사람 간놀리고 쿠팡 얘기 사원인지사연인지 그런거 쓰고 아이피 바꾸며관리자 고정 고인물 같이 끼리 놀고 정말 심각하더라 왜 주변사람들 죄다지인 친구 이런사람들이 까 내림 다른 갤러리도 왓다갓다 스토킹 쫒아다니고 학력도 그지같고대학 학과 잘 나왓다 뭐햇다 없는 말 지어내면서여기가 관리자 조장인지 지 면상 사진 팬티싸구려 입고 ㅈ목질 친한척 글삭 오짐등쳐먹고 갈구고 쫒아다니는 니네 동료 몇명 감방 보냇다야이건 진짜다.  소식전해서 하는 말이다.그냥 손목 긋고 자살해라,2025-01-29
괴정동 건전 스파,"면접만 봤고, 일은 안했습니다만 적을 내용 있어서 남깁니다.대전에 있는 괴정동에 한 스파에 카운터 면접 보러 갔는데요, 약속 시간보다 30분 늦게 사장님 오셨어요.사장님 오시자마자 카운터로 가서 할 일 하셨고, 일 끝내자마자 저한테 와서 면접 진행 하였습니다.이름, 나이, 어느 동에 사는지 다 물어보고본인 노트에 작성하시더니 유성구쪽에 자리 있다네요.모집 공고에는 지점 선택 모두 가능하고 근무요일 모두 협의 가능하다고 되어있었는데, 유성구쪽 제외하고 인원이 다 꽉 차있어서 못한답니다.제가 ' 전 지점들 중 선택 가능하다고 되어있는데요?' 하니까 '미리 연락하시지 그러셨어요' 이 말 하는거 듣고 어이가 없었네요.면접 시간보다 한참 늦을거면 미리 연락이라도 남겨놓고 오던가 해야지 그런것도 없고, 약속 늦었다고 기본적인 사과 하나도 없었고.모집 공고 내용과 다른 것들은 없었는데, 전 지점 가능하다 해놓고 유성구쪽만 가능하다고 하면 40분 걸려서 면접 보러 온 사람은 무슨 죄고, 추가로 면접 볼 사람보다 30분 더 늦게 와놓고 기본적인 사과도 없으면 어쩌라는건지,,괴정동에 있는 스파 카운터 분은 정말 친절했는데, 사장님은 인간적으로 별로였어요. 다신 만나고 싶지않은 사람이네요.",2025-01-29
일자리 진짜 없다..,다니던곳 괜히 나왔다는 생각도 드는데선임이 하필 이상한 사람이라 그냥 나왔는데이젠 돈이 문제네 진짜 뭘해야할지 모르겠다빛이 생기는건 기본이고 어디서부터 다시 시작해야할지..,2025-01-29
문자 지원하고 대화,간편문자 지원하고 뭐 하나 여쭤보셔서 바로 답장 드렸는데 읽으시고 연락이 없으세요... 간단한 질문이라서 안녕하세요 네 맞습니다! 정도로만 보냈는데... 이제 고작 2시간 지난 거긴 한데 더 기다려 보는 게 맞겠죠ㅠㅠ? 안 읽으셨음 모르겠는데 읽으시고 답장이 없으세요ㅜ 구직 급하니까 괜히 조급해지는...,2025-01-29
흑흑흑흑 카페 알바 관두고 네일 너무 하고싶은데,학원 알바 구하기 힘들다..,2025-01-29
4년째 무스펙 히키코모리,"26이나 먹고 이제 알바하기도 너무 많은 나이고 자격증 시험도 쉬운 것들도 계속 떨어짐 어릴때 딴 워드랑 GTQ 1급만 있어요 딱히 꿈도 없고 겨우 전문대 나와서 공무원도 편입시험도 떨어져서 3-4년째 은둔형 생활중인데요 주변에 도움 구할만한 어른도 친구도 지인도 없어요사실 알바도 하루 하다가 잘린 적도 많고 생산직 상하차 물류 그런데서 다쳐서 퇴사한적도 있구요이제는 이것저것 꿈찾을 시기도 지났고 몸도 좀 아프고 고민이 많아 불면증이 생겼습니다…단순히 계속 우울증일까요 월 130이상 벌어본적도 없는 거 같고요 돈도 못모았고 컴활 1급? 이거라도 따볼까요,,",2025-01-29
알바 그만두려고 오늘 전화 할려는데,2 월 9 일 쯤 그만둘려고요…대면으로 말씀드리려 했는데 제가 사장님이랑 같이 일 안 하기도 하고 많이 내성적이라 말씀을 못드렸어요ㅠㅜ제가 당장 일주일 동안 대면으로 사장님을 뵐 수 없기도 하고 빨리 말씀 드려야 할 것 같은데 지금 추석 연휴라…당장 문자하고 전화해도 괜찮을까요??ㅠㅠ,2025-01-29
알바 이력서 빈공간,올 해 20살이고 경력이 고등학교때 1년 알바한거 하나밖에 없는데 이력서에 빈공간이 많아도 괜찮겠죠..?,2025-01-29
편의점 알바 면접때 성차별을 경험했습니다.,"옆에 준비를 안해온 한녀는 면접 붙여줄것처럼 얘기를 하더니남자라는 이유로, 험상궃게 생겼다는 이유로면접때 바로 빠꾸시키더군요 ㅋㅋ;과연 이게 나라인가 싶습니다.편의점 점장분들은 반성 좀 하시고요.",2025-01-29
중학생때 알바몬 시작했는데,벌써 내년에 서른이다 세월 빠르네,2025-01-29
26살이상이 아직 할 수 있는 알바(파트타임포함),주방보조 조리물류센터 계약직 생산직(전체)말고는 음식 그런데는 10대 20대 초반 애기들밖에 없음 저 세곳은 40대이상도 많으니 취업 못한 사람들 다 저 중에 하던데,2025-01-29
전주 객사 알라딘 서점,다들 전주 객사 알라딘 서점 면접 보지마세요 점장자체가 융통성이 없고 싸가지도 없습니다 면접 보러가서 따로 점장님만 계시는 곳이 있는데 들어갓더니 의자가 마땅히 어디앉을 곳이 없어 세번이나 물어봣는데 답도 없고 겨우 네번째 물어봣을때 답해줘서 앉아잇엇더니 거긴 자기가 앉을 곳이라고 반대편으로 가라고 쪽주네요 ㅋㅋㅋ그리고 저는 지금 아직 하고 잇는 일이 잇어 이게 끝나야지 근무 할슈 잇다햇더니 그럼 나가라고 소리지르면서 저를 내쫒으시더라구요 ㅋㅋ절대 가지 마세요 항상 알바든 직원이든 공고 올라오던데 자주 올라오는이유가 있네요,2025-01-29
한국 망했음?,알바가 콜센터 or 물류센터이거 아니면 없는 수준이노 ㅋㅋㅋㅋ아 하나 더 있구나강도가 칼 들고와서 협박해도고민 할 것 같은 주방보조 ㅋㅋ,2025-01-29
출근거리 계산,인천공항 물류쪽같은인천살지만 한시간반 + 환승3번야간일이라 급여는 꽤 괜찮을것 같지만출근시간이 너무길죠?이게 자꾸만 걸려서면접이 자꾸 망설여지네요ㅜㅜ,2025-01-29
아이큐 67에 고졸에 백수 히키코모리 7년째..,알바도 옛날에 계속 잘려서 못하고 어쩌지,2025-01-29
ㅋㅍ 주휴수당,"쿠팡 2일차부터 주휴수당 주는거 없애고, 일주일에 5일 풀 출근해야 1일치 주휴수당 지급으로 바뀜. 4일차까지 출확 잘 주다가 5일차부터 출확 안주면 주휴수당 없다고 봐야됨.",2025-01-29
진짜 알바몬 일이 너무없어서 당근 보는데,당근은 할만한 일있어서 눌르면 한명 뽑는다치면거의 항상 기본 지원자 25명이상임;;;,2025-01-29
알바 어떻게 하는게 나을까요??,한 달 80미만 급여받으면서 일할 알바 찾고있는데요집근처 주5일 3시간 알바를 하는게 나을지아니면 주2-3일 6~7시간 알바하는게 나을지 모르겠네요뭐가 더 나을까요?,2025-01-29
포토카드 끼우기,여기 허위광고입니다~지원하지 마세요,2025-01-29
제이디 파트너~~~,딱최저 주네 ㅡ..ㅡ여기 후기 보니 당일취소 만타네여 ㅎ여기일해 보신분 있나여 ㅡ..ㅡ아웃소싱 놈들 죽탱이 맛고 빠따 처맏저야 할듯 ㅎ,2025-01-29
도대체 올리×을 왜 갈까요??,잔업 안하면 쿠팡 주휴수당 받는 금액 보다도 적은데그리고 밥도 안주고 차라리 쿠팡 입고나 재고 파트가는게...,2025-01-29
아웃소싱 놈들 ㅡ..ㅡ,빠따 처맏어야됨 ㅠ족밥개병신인데 머라도 되는줄암 ㅎ아웃소싱 노쇼 해보신분 있나여 ~~\,2025-01-29
동탄쿠팡,동탄쿠팡 오후조 요즘확정 잘준나요?,2025-01-29
방학동안 딱 한달 하려고 알바 구하는중인데..,아니 왜 다 거리가 멀고 날리냐고할 줄 아는것도 없고 경력도 없어서 사회생횔 좀 해보면서 쌓아보고 했더만 세상이 날 엇까한다..??,2025-01-29
동탄쿠팡경험자분들,한 번 출확받으면 다음부터도 확정인가요?,2025-01-29
코스모코스 급여 밀리나요?,ㆍ,2025-01-29
직원 함부로 대하는 사장은,무슨 생각인걸까요?그 직원이 나가면 그때부터는 손님일텐데특히 음식점 이런 곳은 언제든 그 직원이 손님으로 올 수 있을 것 같은데나 같으면 소문날까봐 무서워서라도 직원들한테 함부로는 못 할 듯,2025-01-29
설날연휴 쿠팡,일당 두배인가요??,2025-01-29
